Unnamed: 0,X,Y,1065.0
12209,56.73621368,21.92175293,305.4577733747371
2364,32.64089966,2.297075987,300.7584144387192
11358,54.90478897,22.95000076,305.0521315685781
11921,56.49177551,22.88687325,305.38771327767785
4899,49.98569489,15.95020771,304.15031108753897
7526,50.42731476,18.47517204,304.19480433586284
2982,39.05225754,1.218835354,302.1299799065555
2690,35.49131012,16.15081024,301.0925803975445
8750,51.22775269,21.81089211,304.2993079955917
2145,28.71453285,1.812447786,299.9404733561278
5229,49.99915314,14.81834888,304.17491146620415
11000,54.04470825,22.72922707,304.87516343176685
3815,49.82527161,13.41770077,304.1652091833026
918,9.641084671,1.765702367,295.92271990131627
8866,51.35503387,22.00970268,304.3223023371533
9629,52.24177551,12.54720402,304.6910899585618
10579,53.62172318,22.29783821,304.7943384999031
7768,50.51951981,17.13139725,304.2400711446107
12399,57.11485291,3.657337189,305.8887614879829
12808,58.81770325,19.47906494,305.9433008750448
3071,40.63489532,-0.9960519075,302.5060221164618
6914,50.26264191,14.32435894,304.23992591115194
11714,56.20061111,21.58386803,305.35142265068896
1297,16.0429821,2.089171886,297.2653382585877
9324,51.8873558,21.96919441,304.4352380737267
